id,chapter,text,main_person,related_persons,strategy_type,strategy_method,event,keywords,summary
S062,第二十五回,操问张辽曰：“吾待云长不薄，而彼常怀去心，何也？”辽曰：“容某探其情。”次日，往见关公。礼毕，辽曰：“我荐兄在丞相处，不曾落后？”公曰：“深感丞相厚意。只是吾身虽在此，心念皇叔，未尝去怀。”辽曰：“兄言差矣，处世不分轻重，非丈夫也。玄德待兄，未必过于丞相，兄何故只怀去志？”公曰：“吾固知曹公待吾甚厚。奈吾受刘皇叔厚恩，誓以共死，不可背之。吾终不留此。要必立效以报曹公，然后去耳。”,关羽,张辽、曹操,人才任用,立功报恩再离去,关羽表态立功后离去,受恩、誓共死、立效报曹、然后去,关羽明确告诉张辽，自己受刘备厚恩誓死相随，最终必会离去，但会在离开前立功报效曹操之恩。
S063,第二十五回,辽知公终不可留，乃告退，回见曹操，具以实告。操叹曰：“事主不忘其本，乃天下之义士也！”荀彧曰：“彼言立功方去，若不教彼立功，未必便去。”操然之。,荀彧,曹操、关羽,权力控制,阻止立功,荀彧建议不让关羽立功,立功方去、不教立功、未必便去,曹操担心关羽立功后离去，荀彧建议不让关羽有机会立功，这样关羽可能不会走。曹操采纳。
S064,第二十五回,玄德曰：“曹操欺君之贼，明公若不讨之，恐失大义于天下。”绍曰：“玄德之言甚善。”遂欲兴兵。田丰又谏。绍怒曰：“汝等弄文轻武，使我失大义！”田丰顿首曰：“若不听臣良言，出师不利。”绍大怒，欲斩之。玄德力劝，乃囚于狱中。,袁绍,刘备、田丰,权力控制,纳谏兴兵,袁绍因刘备言决定讨曹,失大义、欲兴兵、囚田丰,刘备劝袁绍讨伐曹操以全大义，袁绍采纳决定出兵。田丰再谏，袁绍大怒，将其下狱。
S065,第二十六回,玄德曰：“容伸一言而死：曹操素忌备，今知备在明公处，恐备助公，故特使云长诛杀二将。公知必怒。此借公之手以杀刘备也。愿明公思之。”袁绍曰：“玄德之言是也。汝等几使我受害贤之名。”喝退左右，请玄德上帐而坐。玄德谢曰：“荷明公宽大之恩，无可补报，欲令一心腹人持密书去见云长，使知刘备消息，彼必星夜来到，辅佐明公，共诛曹操，以报颜良、文丑之仇，若何？”袁绍大喜曰：“吾得云长，胜颜良、文丑十倍也。”,袁绍,刘备、关羽、曹操,联盟外交,招降敌将,袁绍采纳刘备计策招降关羽,持密书、云长必来、辅佐明公、报二将之仇,袁绍因关羽连斩颜良文丑欲杀刘备，刘备以曹操借刀杀人解释，袁绍信之。刘备进而建议派心腹送密信给关羽，让关羽来投袁绍共诛曹操。袁绍大喜采纳。
S066,第二十六回,云长闻言，进曰：“关某愿施犬马之劳，破汝南贼寇。”操曰：“云长建立大功，未曾重酬，岂可复劳征进？”公曰：“关某久闲，必生疾病。愿再一行。”曹操壮之，点兵五万，使于禁、乐进为副将，次日便行。荀彧密谓操曰：“云长常有归刘之心，倘知消息必去，不可频令出征。”操曰：“今次收功，吾不复教临敌矣。”,荀彧,曹操、关羽,权力控制,防其离去,荀彧劝曹操勿频遣关羽出征,归刘之心、知消息必去、不可频令出征,关羽请求出征汝南，荀彧私下提醒曹操：关羽常有归附刘备之心，一旦得知刘备消息必定离去，不可频繁让他出征。曹操表示这次之后不再让他临敌。
S067,第二十七回,关公曰：“军士休走。吾杀孔秀，不得已也，与汝等无干。借汝众军之口，传语曹丞相，言孔秀欲害我，我故杀之。”,关羽,孔秀、曹操,政治合法性,借军传话,关羽杀孔秀后让军士传话自辩,杀孔秀、不得已、借口传语、自辩,关羽在东岭关斩杀孔秀后，对众军士说，自己杀孔秀是不得已，与士兵无关，并让军士们传话给曹操，说明是孔秀要害他，他才动手。此举意在避免曹操误解自己故意反叛。
S068,第二十八回,且说袁绍见玄德不回，大怒，欲起兵伐之。郭图曰：“刘备不足虑。曹操乃劲敌也，不可不除。刘表虽据荆州，不足为强。江东孙伯符威镇三江，地连六郡，谋臣武士极多，可使人结之，共攻曹操。”绍从其言，即修书遣陈震为使，来会孙策。,袁绍,郭图、孙策、曹操,联盟外交,联合孙策,袁绍采纳郭图建议联合孙策攻曹,郭图、结连孙策、共攻曹操、遣使,袁绍因刘备不回欲起兵讨伐，郭图劝其专注曹操，建议结连江东孙策共同攻曹。袁绍采纳，派陈震为使联络孙策。
S069,第二十八回,关公曰：“有此一城，便是我等安身之处，未可轻弃。我还与孙乾同往袁绍处，寻见兄长，来此相会。贤弟可坚守此城。”,关羽,张飞,权力控制,坚守城池,关羽嘱张飞守古城,安身之处、未可轻弃、坚守此城,关羽与张飞在古城相会，得知刘备在袁绍处，决定与孙乾前往寻找，临行前嘱托张飞坚守古城，作为安身立足之地，不可轻易放弃。
S070,第二十九回,策乃取印绶与孙权曰：“若举江东之众，决机于两阵之间，与天下争衡，卿不如我；举贤任能，使各尽力以保江东，我不如卿。卿宜念父兄创业之艰难，善自图之！”权大哭，拜受印绶。策告母曰：“儿天年已尽，不能奉慈母。今将印绶付弟，望母朝夕训之。父兄旧人，慎勿轻怠。”母哭曰：“恐汝弟年幼，不能任大事，当复如何？”策曰：“弟才胜儿十倍，足当大任。倘内事不决，可问张昭；外事不决，可问周瑜。恨周瑜不在此，不得面嘱之也！”,周瑜,孙策、孙权、张昭,权力控制,内托张昭外托周瑜,孙策临终托付周瑜辅佐孙权,内事不决问张昭、外事不决问周瑜、遗命,孙策临死前对孙权说，内事不决问张昭，外事不决问周瑜，表达了对周瑜军事外交才能的绝对信任。
S071,第二十九回,权曰：“今承父兄之业，将何策以守之？”瑜曰：“自古得人者昌，失人者亡。为今之计，须求高明远见之人为辅，然后江东可定也。”权曰：“先兄遗言：内事托子布，外事全赖公瑾。”瑜曰：“子布贤达之士，足当大任。瑜不才，恐负倚托之重，愿荐一人以辅将军。”权问何人。瑜曰：“姓鲁，名肃，字子敬，临淮东川人也。此人胸怀韬略，腹隐机谋。”,周瑜,孙权,人才任用,求贤辅政,周瑜提出求贤定江东,得人者昌、求高明远见之人、为辅,孙权问守业之策，周瑜认为关键在于求得高明远见的人才辅佐，才能安定江东。
S072,第二十九回,瑜曰：“昔马援对光武云：当今之世，非但君择臣，臣亦择君。今吾孙将军亲贤礼士，纳奇录异，世所罕有。足下不须他计，只同我往投东吴为是。”肃曰：“某亦欲投江东久矣。只恨无人引进。”瑜曰：“足下可即同往。”肃从其言，遂同周瑜来见孙权。,周瑜,鲁肃、孙权,人才任用,说服贤才归附,周瑜说服鲁肃投奔孙权,臣亦择君、亲贤礼士、纳奇录异、往投东吴,周瑜奉命聘请鲁肃，引用马援“臣亦择君”之理，劝说鲁肃投奔孙权，称孙权亲贤礼士。鲁肃听从，一同归吴。
S073,第三十回,绍兵临发，田丰从狱中上书谏曰：“今且宜静守以待天时，不可妄兴大兵，恐有不利。”逢纪谮曰：“主公兴仁义之师，田丰何得出此不祥之语！”绍因怒，欲斩田丰。众官告免。绍恨曰：“待吾破了曹操，明正其罪！”,袁绍,田丰、逢纪,权力控制,拒纳谏言,袁绍拒田丰静守之策,静守待天时、不可妄兴、欲斩田丰,出兵前田丰从狱中上书劝袁绍静守待机，不可妄动。袁绍听信逢纪谗言，大怒欲斩田丰，被众官劝免后仍怀恨在心。
S074,第三十回,行至阳武，下定寨栅。沮授曰：“我军虽众，而勇猛不及彼军；彼军虽精，而粮草不如我军。彼军无粮，利在急战；我军有粮，宜且缓守。若能旷以日月，则彼军不战自败矣。”绍怒曰：“田丰慢我军心，吾回日必斩之。汝安敢又如此！”叱左右：“将沮授锁禁军中，待我破曹之后，与田丰一体治罪！”,袁绍,沮授,权力控制,拒纳缓守之策,袁绍锁禁沮授,缓守、旷以日月、彼军不战自败、锁禁,袁绍军至阳武，沮授分析双方优劣，建议利用粮草优势打持久战。袁绍大怒，认为沮授慢军心，将其锁禁军中，待破曹后治罪。
S075,第三十回,袁绍移军逼近官渡下寨。审配曰：“今可拨兵十万守官渡，就曹操寨前筑起土山，令军人下视寨中放箭。操若弃此而去，吾得此隘口，许昌可破矣。”绍从之，于各寨内选精壮军人，用铁锹土担，齐来曹操寨边，垒土成山。……审配又献一计：令军人用铁锹暗打地道，直透曹营内，号为“掘子军”。,袁绍,审配、曹操,权力控制,采纳筑山挖地道,袁绍采纳审配土山地道之计,筑土山、放箭、掘地道、许昌可破,袁绍移军官渡，审配献计在曹营前筑土山居高放箭，又挖地道直通曹营。袁绍均采纳实施，一度对曹军造成威胁。
S076,第三十回,许攸曰：“曹操屯军官渡，与我相持已久，许昌必空虚；若分一军星夜掩袭许昌，则许昌可拔，而操可擒也。今操粮草已尽，正可乘此机会，两路击之。”绍曰：“曹操诡计极多，此书乃诱敌之计也。”……正话间，忽有使者自邺郡来，呈上审配书。书中先说运粮事；后言许攸在冀州时，尝滥受民间财物，且纵令子侄辈多科税，钱粮入己，今已收其子侄下狱矣。绍见书大怒曰：“滥行匹夫！尚有面目于吾前献计耶！汝与曹操有旧，想今亦受他财贿，为他作奸细，啜赚吾军耳！本当斩首，今权且寄头在项！可速退出，今后不许相见！”,袁绍,许攸、审配,权力控制,拒纳奇袭之计,袁绍拒许攸袭许昌,掩袭许昌、诡计多端、疑为奸细、斥退,许攸截获曹操催粮信，劝袁绍趁机分兵袭许昌，两路夹击。袁绍疑为诱敌之计，又因审配来信告发许攸贪财，怒斥许攸，拒绝其计。许攸愤而投曹。
S077,第三十回,时绍已醉卧，听说沮授有密事启报，唤入问之。授曰：“适观天象，见太白逆行于柳、鬼之间，流光射入牛、斗之分，恐有贼兵劫掠之害。乌巢屯粮之所，不可不提备。宜速遣精兵猛将，于间道山路巡哨，免为曹操所算。”绍怒叱曰：“汝乃得罪之人，何敢妄言惑众！”,袁绍,沮授、乌巢守军,权力控制,拒纳天象预警,袁绍拒听沮授乌巢预警,太白逆行、乌巢提备、妄言惑众,袁绍醉卧时，沮授夜观天象预判乌巢有被劫之险，建议加强防备。袁绍怒斥其妄言惑众，不加理会，导致乌巢粮草被烧。
S078,第三十回,却说袁绍在帐中，闻报正北上火光满天，知是乌巢有失，急出帐召文武各官，商议遣兵往救。张郃曰：“某与高览同往救之。”郭图曰：“不可。曹军劫粮，曹操必然亲往；操既自出，寨必空虚，可纵兵先击曹操之寨；操闻之，必速还：此孙膑围魏救赵之计也。”……再三请劫曹营。绍乃遣张郃、高览引军五千，往官渡击曹营；遣蒋奇领兵一万，往救乌巢。,袁绍,郭图、张郃、高览,权力控制,采纳围魏救赵,袁绍用郭图之计分兵,围魏救赵、攻曹营、分兵救乌巢,乌巢火起，郭图献计趁曹操亲出、曹营空虚，攻其营寨（围魏救赵）。袁绍采纳，分兵攻曹营和救乌巢，导致两路皆败。
S079,第三十回,郭图恐张郃、高览回寨证对是非，先于袁绍前谮曰：“张郃、高览见主公兵败，心中必喜。”……绍大怒，遂遣使急召二人归寨问罪。……及绍使至，高览问曰：“主公唤我等为何？”……览遂拔剑斩来使。邰大惊。览曰：“袁绍听信谗言，必为曹操所擒；吾等岂可坐而待死？不如去投曹操。”,袁绍,郭图、张郃、高览,权力控制,听信谗言致将叛,袁绍信谗言逼反张郃高览,谮言、召问罪、斩使、投降曹操,郭图怕张郃高览回营对证，先向袁绍进谗言，称二人有降曹之意。袁绍大怒，派人召回问罪。张郃高览见势，斩杀来使，率部投降曹操。
S080,第三十回,曹操守官渡，自八月起，至九月终，军力渐乏，粮草不继。意欲弃官渡退回许昌，迟疑未决，乃作书遣人赴许昌问荀彧。彧以书报之。书略曰：“承尊命，使决进退之疑。愚以袁绍悉众聚于官渡，欲与明公决胜负，公以至弱当至强，若不能制，必为所乘：是天下之大机也。绍军虽众，而不能用；以公之神武明哲，何向而不济！今军实虽少，未若楚、汉在荥阳、成皋间也。公今画地而守，扼其喉而使不能进，情见势竭，必将有变。此用奇之时，断不可失。惟明公裁察焉。”,荀彧,曹操,权力控制,坚守待变,荀彧回信劝曹操坚守官渡,画地而守、扼其喉、情见势竭、用奇之时,曹操粮草不继欲退兵，写信问荀彧。荀彧回信劝其坚守官渡，扼住袁绍咽喉，待其生变，并指出这是用奇之时不可失。曹操得信大喜，决心死守。
S081,第三十一回,袁绍谓四人曰：“今外患未息，内事不可不早定，吾将议立后嗣：长子谭，为人性刚好杀；次子熙，为人柔懦难成；三子尚，有英雄之表，礼贤敬士，吾欲立之。公等之意若何？”郭图曰：“三子之中，谭为长，今又居外；主公若废长立幼，此乱萌也。今军威稍挫，敌兵压境，岂可复使父子兄弟自相争乱耶？主公且理会拒敌之策，立嗣之事，毋容多议。”袁绍踌躇未决。,袁绍,郭图、审配、逢纪、辛评、袁谭、袁尚、袁熙,权力控制,议立后嗣,袁绍欲立幼子袁尚为嗣,废长立幼、乱萌、踌躇未决,袁绍与谋士商议立后嗣，欲立幼子袁尚。郭图以废长立幼会导致内乱为由反对，建议先拒敌。袁绍犹豫不决，为日后兄弟相争埋下隐患。
S082,第三十一回,袁绍大怒曰：“竖儒怎敢笑我！我必杀之！”遂命使者赍宝剑先往冀州狱中杀田丰。……田丰曰：“吾固知必死也。”……乃自刎于狱中。,袁绍,田丰、逢纪,权力控制,杀忠臣,袁绍怒杀田丰,田丰、大笑、必杀之、自刎,袁绍兵败后羞见田丰，逢纪进谗言说田丰在狱中大笑。袁绍大怒，派人持剑去冀州狱中杀田丰。田丰料知必死，自刎而亡。
S083,第三十一回,袁绍自旧岁感冒吐血症候，今方稍愈，商议欲攻许都。审配谏曰：“旧岁官渡，仓亭之败，军心未振；尚当深沟高垒，以养军民之力。”,袁绍,审配,权力控制,拒纳休养之策,袁绍欲攻许都，审配劝其休养,攻许都、深沟高垒、养军民之力,袁绍病愈后想攻许都，审配劝谏应以深沟高垒、休养军民为先，不宜轻动。袁绍未置可否，后遣子迎敌。
S084,第三十二回,袁绍闻袁尚败回，又受了一惊，旧病复发，吐血数斗，昏倒在地。刘夫人慌救入卧内，病势渐危。刘夫人急请审配、逢纪，直至袁绍榻前，商议后事。绍但以手指而不能言。刘夫人曰：“尚可继后嗣否？”绍点头。审配便就榻前写了遗嘱。,袁绍,审配、逢纪、刘夫人、袁尚,权力控制,临终立嗣,袁绍立袁尚为继承人,病危、手指、尚可继后嗣、点头、遗嘱,袁绍病危，刘夫人问是否立袁尚为后嗣，袁绍点头同意。审配在榻前写下遗嘱，确立袁尚为继承人。此举导致袁谭与袁尚兄弟相争，加速了袁氏集团的崩溃。
S085,第三十六回,玄德爱之，欲嗣为义子。刘泌欣然从之，遂使寇封拜玄德为父，改名刘封。玄德带回，令拜云长、翼德为叔。云长曰：“兄长既有子，何必用螟蛉？后必生乱。”,关羽,刘备、刘封,权力控制,谏阻收养义子,关羽劝刘备勿收刘封为义子,螟蛉、后必生乱、谏阻,刘备欲收刘封为义子，关羽认为已有亲子何必收养义子，日后必生祸乱。刘备未从。
S086,第三十八回,周瑜曰：“将军承父兄遗业，兼六郡之众，兵精粮足，将士用命，有何逼迫而欲送质于人？质一入，不得不与曹氏连和；彼有命召，不得不往：如此，则见制于人也。不如勿遣，徐观其变，别以良策御之。”,周瑜,孙权、张昭、吴太夫人、曹操,联盟外交,拒送人质,周瑜谏孙权勿送子入朝,送质、见制于人、勿遣、徐观其变,曹操命孙权遣子入朝，孙权犹豫。周瑜认为若送质子则受制于曹操，建议不送，静观其变，另寻良策应对。孙权采纳。
S087,第四十回,操大怒，遂命廷尉捕捉孔融。……尽收融家小并二子，皆斩之，号令融尸于市。京兆脂习伏尸而哭。操闻之，大怒，欲杀之。荀彧曰：“彧闻脂习常谏融曰：公刚直太过，乃取祸之道，今融死而来哭，乃义人也，不可杀。”操乃止。,荀彧,曹操、孔融、脂习,权力控制,劝止滥杀,荀彧劝曹操勿杀脂习,脂习、哭孔融、义人、不可杀,曹操因孔融被杀后脂习伏尸痛哭而大怒欲杀之，荀彧进言说脂习常劝孔融刚直太过会招祸，如今来哭是义人，不可杀。曹操听从。
S088,第四十四回,瑜曰：“操虽托名汉相，实为汉贼。将军以神武雄才，仗父兄余业，据有江东，兵精粮足，正当横行天下，为国家除残去暴，奈何降贼耶？且操今此来，多犯兵家之忌：北土未平，马腾、韩遂为其后患，而操久于南征，一忌也；北军不熟水战，操舍鞍马，仗舟楫，与东吴争衡，二忌也；又时值隆冬盛寒，马无藁草，三忌也；驱中国士卒，远涉江湖，不服水土，多生疾病，四忌也。操兵犯此数忌，虽多必败。将军擒操，正在今日。瑜请得精兵数万人，进屯夏口，为将军破之！”,周瑜,孙权、曹操,政治合法性,分析敌弱,周瑜向孙权陈述曹操必败之因并请战,兵家四忌、必败、精兵数万、擒操,周瑜在孙权面前分析曹操军队存在四大兵家之忌（后方未稳、不习水战、隆冬马无草、水土不服），断言虽多必败，并请得精兵数万进屯夏口破曹，坚定了孙权抗曹决心。
S089,第四十四回,瑜请诸葛瑾，谓曰：“令弟孔明有王佐之才，如何屈身事刘备？今幸至江东，欲烦先生不惜齿牙余论，使令弟弃刘备而事东吴，则主公既得良辅，而先生兄弟又得相见，岂不美哉？先生幸即一行。”,周瑜,诸葛瑾、诸葛亮、刘备,人才任用,劝降招揽,周瑜欲通过诸葛瑾招降诸葛亮,王佐之才、弃刘备事东吴、兄弟相见,周瑜见诸葛亮才高，担心日后为江东之患，便请诸葛瑾去劝说其弟诸葛亮放弃刘备，转投东吴，以便为己所用。诸葛瑾奉命前往，反被诸葛亮以汉臣大义相劝。
S090,第四十五回,瑜曰：“昔曹操兵少，袁绍兵多，而操反胜绍者，因用许攸之谋，先断乌巢之粮也。今操兵八十三万，我兵只五六万，安能拒之？亦必须先断操之粮，然后可破。我已探知操军粮草，俱屯于聚铁山。先生久居汉上，熟知地理。敢烦先生与关、张、子龙辈——吾亦助兵千人——星夜往聚铁山断操粮道。彼此各为主人之事，幸勿推调。”,周瑜,诸葛亮、关羽、张飞、赵云,权力控制,借刀杀人,周瑜欲借曹操之手杀孔明,断粮道、聚铁山、借刀杀人,周瑜以断曹军粮道为名，派诸葛亮前往聚铁山，实欲借曹操之手除掉孔明。诸葛亮识破，以激将法使周瑜放弃。
S091,第四十五回,瑜乃传密令：“如玄德至，先埋伏刀斧手五十人于壁衣中，看吾掷杯为号，便出下手。”,周瑜,刘备、关羽,权力控制,鸿门宴,周瑜欲借宴杀刘备,埋伏刀斧手、掷杯为号、杀刘备,周瑜以共商破曹为名请刘备赴宴，暗中埋伏刀斧手，欲趁机杀刘备以除后患。因关羽护卫而未能下手。
S092,第四十五回,瑜曰：“吾必设计先除此二人，然后可以破曹。”……瑜佯醉大笑……干见帐内桌上，堆着一卷文书，乃起床偷视之，却都是往来书信。内有一封，上写“蔡瑁张允谨封。”干大惊，暗读之。书略曰：“某等降曹，非图仕禄，迫于势耳。今已赚北军困于寨中，但得其便，即将操贼之首，献于麾下。早晚人到，便有关报。幸勿见疑。先此敬覆。”,周瑜,蒋干、曹操、蔡瑁、张允,权力控制,反间计,周瑜用反间计除蔡瑁张允,反间、蒋干盗书、蔡瑁张允、借刀杀人,周瑜设群英会，佯醉，故意让蒋干盗走伪造的蔡瑁张允降书，使曹操误杀二人，为东吴除去水军大患。
S093,第四十六回,瑜曰：“吾正欲如此，故留蔡中、蔡和诈降之人，以通消息；但恨无一人为我行诈降计耳。”盖曰：“某愿行此计。”瑜曰：“不受些苦，彼如何肯信？”盖曰：“某受孙氏厚恩，虽肝脑涂地，亦无怨悔。”瑜拜而谢之曰：“君若肯行此苦肉计，则江东之万幸也。”,周瑜,黄盖、蔡中、蔡和,权力控制,苦肉计,周瑜与黄盖定苦肉计,苦肉计、诈降、黄盖、受刑,周瑜欲用火攻，但需人诈降曹操以取信。黄盖主动请缨，周瑜提出需受皮肉之苦方可瞒过曹操，黄盖慨然应允，二人定下苦肉计。
S094,第四十六回,瑜大喜，教取笔砚来，先自暗写了，却送与孔明；孔明亦暗写了。两个移近坐榻，各出掌中之字，互相观看，皆大笑。原来周瑜掌中字，乃一“火”字；孔明掌中，亦一“火”字。,周瑜,诸葛亮,权力控制,火攻,周瑜与孔明默契定火攻,火攻、掌心、默契,周瑜与诸葛亮各自在掌心写“火”字，同时亮出，表明二人不约而同想到用火攻破曹，达成共识，决定以此计对敌。
S095,第四十六回,瑜密唤甘宁分付曰：“此二人不带家小，非真投降，乃曹操使来为奸细者。吾今欲将计就计，教他通报消息。汝可殷勤相待，就里提防。至出兵之日，先要杀他两个祭旗。汝切须小心，不可有误。”,周瑜,甘宁、蔡中、蔡和,权力控制,将计就计,周瑜利用奸细传递假消息,将计就计、奸细、蔡中蔡和、假消息,周瑜识破蔡中、蔡和是曹操派来的奸细，决定将计就计，表面上重用他们，暗中却利用他们向曹操传递假情报，为火攻诈降做准备。
S096,第四十七回,周瑜听得干又到，大喜曰：“吾之成功，只在此人身上！”遂嘱付鲁肃：“请庞士元来，为我如此如此。”原来襄阳庞统，字士元，因避乱寓居江东，鲁肃曾荐之于周瑜。统未及往见，瑜先使肃问计于统曰：“破曹当用何策？”统密谓肃曰：“欲破曹兵，须用火攻；但大江面上，一船着火，余船四散；除非献连环计，教他钉作一处，然后功可成也。”肃以告瑜，瑜深服其论，因谓肃曰：“为我行此计者，非庞士元不可。”,周瑜,鲁肃、庞统,权力控制,连环计,周瑜派庞统献连环计,庞统、连环计、如此如此,周瑜得知蒋干又来，大喜，认为成功在望，便吩咐鲁肃请庞统来，安排其向曹操献连环计，为火攻创造条件。
S097,第四十七回,周瑜沉吟未决。正寻思没个机会，忽报蒋干又来。瑜大喜，一面分付庞统用计；一面坐于帐上，使人请干。,周瑜,蒋干、庞统,权力控制,将计就计,周瑜利用蒋干再施连环计,蒋干、庞统、用计、请干,周瑜正为如何实施连环计发愁，恰逢蒋干再次来访，他便顺势安排庞统去献计，自己坐帐接见蒋干，以迷惑对方。
S098,第四十九回,瑜从其言，唤集诸将听令。先教甘宁：“带了蔡中并降卒沿南岸而走，只打北军旗号，直取乌林地面，正当曹操屯粮之所，深入军中，举火为号。只留下蔡和一人在帐下，我有用处。”第二唤太史慈分付：“你可领三千兵，直奔黄州地界，断曹操合淝接应之兵，就逼曹兵，放火为号；只看红旗，便是吴侯接应兵到。”这两队兵最远，先发。第三唤吕蒙领三千兵去乌林接应甘宁，焚烧曹操寨栅，第四唤凌统领三千兵，直截彝陵界首，只看乌林火起，以兵应之。第五唤董袭领三千兵，直取汉阳，从汉川杀奔曹操案中。看白旗接应。第六唤潘璋领三千兵，尽打白旗，往汉阳接应董袭。六队船只各自分路去了。却令黄盖安排火船，使小卒驰书约曹操，今夜来降。一面拨战船四只，随于黄盖船后接应。第一队领兵军官韩当，第二队领兵军官周泰，第三队领兵军官蒋钦，第四队领兵军官陈武：四队各引战船三百只，前面各摆列火船二十只。周瑜自与程普在大艨艟上督战，徐盛、丁奉为左右护卫，只留鲁肃共阚泽及众谋士守寨。,周瑜,甘宁、太史慈、吕蒙、凌统、董袭、潘璋、黄盖、韩当、周泰、蒋钦、陈武、程普、鲁肃,权力控制,分兵合击,周瑜调兵遣将部署赤壁总攻,分路出击、举火为号、断接应、火攻,周瑜在东南风起后，召集众将，详细分派各路兵力：甘宁假扮北军直取乌林粮草处放火；太史慈断曹操合淝援兵；吕蒙、凌统、董袭、潘璋等各领兵相应；黄盖准备火船；韩当、周泰等率战船接应。全面部署赤壁总攻。
S099,第四十九回,周瑜唤出蔡和，令军士缚倒。和叫：“无罪！”瑜曰：“汝是何等人，敢来诈降！吾今缺少福物祭旗，愿借你首级。”和抵赖不过，大叫曰：“汝家阚泽、甘宁亦曾与谋！”瑜曰：“此乃吾之所使也。”蔡和悔之无及。瑜令捉至江边皂纛旗下，奠酒烧纸，一刀斩了蔡和，用血祭旗毕，便令开船。,周瑜,蔡和,权力控制,杀奸祭旗,周瑜斩蔡和祭旗誓师,祭旗、斩奸、蔡和、誓师,周瑜在火攻前，将曹操派来的奸细蔡和斩首，用其血祭旗，以鼓舞士气，表明决一死战的决心。
S100,第五十一回,瑜密谓普曰：“此吾之计也。”普曰：“计将安出？”瑜曰：“吾身本无甚痛楚；吾所以为此者，欲令曹兵知我病危，必然欺敌。可使心腹军士去城中诈降，说吾已死。今夜曹仁必来劫寨。吾却于四下埋伏以应之，则曹仁可一鼓而擒也。”,周瑜,程普、曹仁,权力控制,诈死诱敌,周瑜诈死诱曹仁劫寨,诈死、病危、欺敌、劫寨、埋伏,周瑜假装金疮迸裂吐血坠马，制造病危将死的假象，暗中与程普定计：派军士诈降报死讯，引诱曹仁前来劫寨，然后四面埋伏，一举擒敌。
S101,第五十四回,瑜谓鲁肃曰：“吾计成矣：使刘备束手就缚，荆州反掌可得！”肃曰：“计将安出？”瑜曰：“刘备丧妻，必将续娶。主公有一妹，极其刚勇，侍婢数百，居常带刀，房中军器摆列遍满，虽男子不及。我今上书主公，教人去荆州为媒，说刘备来入赘。赚到南徐，妻子不能勾得，幽囚在狱中，却使人去讨荆州换刘备。等他交割了荆州城池，我别有主意。于子敬身上，须无事也。”鲁肃拜谢。,周瑜,鲁肃、孙权、刘备,权力控制,美人计,周瑜献美人计欲赚刘备换荆州,美人计、入赘、幽囚、讨荆州,周瑜利用刘备丧妻之机，建议孙权以妹为饵，骗刘备到东吴入赘，然后囚禁他，以此要挟换取荆州。此计旨在通过控制刘备来夺回荆州。
S102,第五十五回,却说孙权差人来柴桑郡报周瑜，说：“我母亲力主，已将吾妹嫁刘备。不想弄假成真。此事还复如何？”瑜闻大惊，行坐不安，乃思一计，修密书付来人持回见孙权。权拆书视之。书略曰：“瑜所谋之事，不想反覆如此。既已弄假成真，又当就此用计。刘备以枭雄之姿，有关、张、赵云之将，更兼诸葛用谋，必非久屈人下者。愚意莫如软困之于吴中：盛为筑宫室，以丧其心志；多送美色玩好，以娱其耳目；使分开关、张之情，隔远诸葛之契，各置一方，然后以兵击之，大事可定矣。今若纵之，恐蛟龙得云雨，终非池中物也。愿明公熟思之。”,周瑜,孙权、刘备、诸葛亮、关羽、张飞、赵云,权力控制,软困消志,周瑜献计软困刘备于吴,软困、筑宫室、美色玩好、分其心志、纵虎归山,周瑜见美人计弄假成真，又生一计：建议孙权将刘备软禁在东吴，用豪华宫室、美女玩物消磨其意志，疏远他与关、张、诸葛的关系，然后再图荆州。孙权采纳。
S103,第五十六回,周瑜自回柴桑。蒋钦等一行人马自归南徐报孙权。权不胜忿怒，欲拜程普为都督，起兵取荆州。周瑜又上书，请兴兵雪恨。,周瑜,孙权,权力控制,请兵复仇,周瑜上书孙权请兵攻荆州,上书、兴兵、雪恨、取荆州,周瑜因荆州被诸葛亮设计夺去，气愤之下上书孙权，请求发兵攻打荆州以雪恨。
S104,第五十六回,瑜曰：“子敬不必去见吴侯，再去荆州对刘备说：孙、刘两家，既结为亲，便是一家；若刘氏不忍去取西川，我东吴起兵去敢，取得西川时，以作嫁资，却把荆州交还东吴。”肃曰：“西川迢递，取之非易。都督此计，莫非不可？”瑜笑曰：“子敬真长者也。你道我真个去取西川与他？我只以此为名，实欲去取荆州，且教他不做准备。东吴军马收川，路过荆州，就问他索要钱粮，刘备必然出城劳军。那时乘势杀之，夺取荆州，雪吾之恨，解足下之祸。”,周瑜,鲁肃、刘备,权力控制,假途灭虢,周瑜定假途灭虢之计取荆州,假途灭虢、借取川之名、实取荆州、诱杀刘备,周瑜以替刘备取西川为名，实则想借道荆州时突然袭击，夺取荆州。他让鲁肃再去荆州游说，准备在刘备出城劳军时将其杀害。
